name,city,country_iso,iata,icao,lat,lon,type,country
Knox County Regional Airport,Rockland,US,RKD,KRKD,44.060101,-69.099197,medium_airport,United States
Southwest Wyoming Regional Airport,Rock Springs,US,RKS,KRKS,41.5942,-109.065001,medium_airport,United States
Reno Tahoe International Airport,Reno,US,RNO,KRNO,39.4991,-119.767998,large_airport,United States
Roanoke–Blacksburg Regional Airport,Roanoke,US,ROA,KROA,37.3255,-79.975403,medium_airport,United States
Frederick Douglass Greater Rochester International Airport,Rochester,US,ROC,KROC,43.1189,-77.672401,large_airport,United States
Roswell Air Center Airport,Roswell,US,ROW,KROW,33.301601,-104.530998,medium_airport,United States
Rochester International Airport,Rochester,US,RST,KRST,43.908298,-92.5,medium_airport,United States
Southwest Florida International Airport,Fort Myers,US,RSW,KRSW,26.534685,-81.752816,large_airport,United States
Rutland - Southern Vermont Regional Airport,Rutland,US,RUT,KRUT,43.5294,-72.9496,medium_airport,United States
Santa Fe Municipal Airport,Santa Fe,US,SAF,KSAF,35.6171,-106.088997,medium_airport,United States
San Diego International Airport,San Diego,US,SAN,KSAN,32.733601,-117.190002,large_airport,United States
San Antonio International Airport,San Antonio,US,SAT,KSAT,29.533701,-98.469803,large_airport,United States
Savannah Hilton Head International Airport,Savannah,US,SAV,KSAV,32.126591,-81.19998,large_airport,United States
Marquette Sawyer Regional Airport,Gwinn,US,MQT,KSAW,46.351498,-87.395884,medium_airport,United States
Santa Barbara Municipal Airport,Santa Barbara,US,SBA,KSBA,34.426201,-119.839996,medium_airport,United States
San Bernardino International Airport,San Bernardino,US,SBD,KSBD,34.096717,-117.236596,large_airport,United States
South Bend International Airport,South Bend,US,SBN,KSBN,41.708304,-86.316922,medium_airport,United States
San Luis County Regional Airport,San Luis Obispo,US,SBP,KSBP,35.236801147499996,-120.641998291,medium_airport,United States
Salisbury Ocean City Wicomico Regional Airport,Salisbury,US,SBY,KSBY,38.34049987792969,-75.51029968261719,medium_airport,United States
Stockton Metropolitan Airport,Stockton,US,SCK,KSCK,37.893279,-121.238079,medium_airport,United States
Louisville Muhammad Ali International Airport,Louisville,US,SDF,KSDF,38.1706,-85.735076,large_airport,United States
Sidney - Richland Regional Airport,Sidney,US,SDY,KSDY,47.705141,-104.194422,medium_airport,United States
Seattle–Tacoma International Airport,Seattle,US,SEA,KSEA,47.447943,-122.310276,large_airport,United States
Orlando Sanford International Airport,Orlando,US,SFB,KSFB,28.774277,-81.234626,large_airport,United States
San Francisco International Airport,San Francisco,US,SFO,KSFO,37.619806,-122.374821,large_airport,United States
Springfield Branson National Airport,Springfield,US,SGF,KSGF,37.245047,-93.388596,medium_airport,United States
Northeast Florida Regional Airport,St Augustine,US,UST,KSGJ,29.9592,-81.339798,medium_airport,United States
St George Regional Airport,St George,US,SGU,KSGU,37.036389,-113.510306,medium_airport,United States
Shenandoah Valley Regional Airport,Weyers Cave,US,SHD,KSHD,38.263802,-78.8964,medium_airport,United States
Sheridan County Airport,Sheridan,US,SHR,KSHR,44.76919937133789,-106.9800033569336,medium_airport,United States
Shreveport Regional Airport,Shreveport,US,SHV,KSHV,32.444747,-93.826741,medium_airport,United States
Mineta San Jose International Airport,San Jose,US,SJC,KSJC,37.362452,-121.929188,large_airport,United States
San Angelo Regional Mathis Field,San Angelo,US,SJT,KSJT,31.35770034790039,-100.49600219726562,medium_airport,United States
Taos Regional Airport,Taos,US,TSM,KSKX,36.452494,-105.67749,medium_airport,United States
Salt Lake City International Airport,Salt Lake City,US,SLC,KSLC,40.78886,-111.979866,large_airport,United States
Salem-Willamette Valley Airport/McNary Field,Salem,US,SLE,KSLE,44.9095,-123.002998,medium_airport,United States
Adirondack Regional Airport,Saranac Lake,US,SLK,KSLK,44.38691,-74.204629,medium_airport,United States
Salina Municipal Airport,Salina,US,SLN,KSLN,38.79100036621094,-97.6521987915039,medium_airport,United States
Sacramento International Airport,Sacramento,US,SMF,KSMF,38.6954,-121.591003,large_airport,United States
Lemhi County Airport,Salmon,US,SMN,KSMN,45.122233,-113.88196,medium_airport,United States
Santa Maria Public Airport Captain G Allan Hancock Field,Santa Maria,US,SMX,KSMX,34.898899,-120.457001,medium_airport,United States
John Wayne Orange County International Airport,Santa Ana,US,SNA,KSNA,33.675063,-117.869281,large_airport,United States
Show Low Regional Airport,Show Low,US,SOW,KSOW,34.264062,-110.007091,medium_airport,United States
Abraham Lincoln Capital Airport,Springfield,US,SPI,KSPI,39.844101,-89.677902,medium_airport,United States
Wichita Falls Municipal Airport / Sheppard Air Force Base,Wichita Falls,US,SPS,KSPS,33.9888,-98.491898,medium_airport,United States
San Carlos Airport,San Carlos,US,SQL,KSQL,37.51313,-122.250838,medium_airport,United States
Sarasota Bradenton International Airport,Sarasota/Bradenton,US,SRQ,KSRQ,27.394631,-82.554359,large_airport,United States
Saint Cloud Regional Airport,Saint Cloud,US,STC,KSTC,45.5466,-94.059898,medium_airport,United States
St. Louis Lambert International Airport,St Louis,US,STL,KSTL,38.748697,-90.370003,large_airport,United States
Charles M. Schulz Sonoma County Airport,Santa Rosa,US,STS,KSTS,38.50899887,-122.8130035,medium_airport,United States
Friedman Memorial Airport,Hailey,US,SUN,KSUN,43.50439835,-114.2959976,medium_airport,United States
Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City,US,SUX,KSUX,42.397605,-96.382237,medium_airport,United States
Grant County Airport,Silver City,US,SVC,KSVC,32.636701,-108.154736,medium_airport,United States
New York Stewart International Airport,Newburgh,US,SWF,KSWF,41.50421,-74.108901,medium_airport,United States
Stillwater Regional Airport,Stillwater,US,SWO,KSWO,36.162132,-97.085581,medium_airport,United States
Syracuse Hancock International Airport,Syracuse,US,SYR,KSYR,43.11119842529297,-76.1063003540039,large_airport,United States
Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,US,TBN,KTBN,37.7416,-92.140701,medium_airport,United States
Teterboro Airport,Teterboro,US,TEB,KTEB,40.850101,-74.060799,medium_airport,United States
Telluride Regional Airport,Telluride,US,TEX,KTEX,37.9538,-107.907997,medium_airport,United States
Tacoma Narrows Airport,Tacoma,US,TIW,KTIW,47.267407,-122.577295,medium_airport,United States
Tallahassee International Airport,Tallahassee,US,TLH,KTLH,30.401209,-84.35433,medium_airport,United States
Eugene F. Kranz Toledo Express Airport,Toledo,US,TOL,KTOL,41.5868,-83.8078,medium_airport,United States
Tampa International Airport,Tampa,US,TPA,KTPA,27.9755,-82.533203,large_airport,United States
Tri-Cities Regional TN/VA Airport,Blountville,US,TRI,KTRI,36.475201,-82.407401,medium_airport,United States
Truckee Tahoe Airport,Truckee,US,TKF,KTRK,39.318628,-120.140562,medium_airport,United States
Trenton Mercer Airport,Ewing Township,US,TTN,KTTN,40.276699,-74.813499,medium_airport,United States
Tulsa International Airport,Tulsa,US,TUL,KTUL,36.197084,-95.886225,large_airport,United States
Tupelo Regional Airport,Tupelo,US,TUP,KTUP,34.26810073852539,-88.7698974609375,medium_airport,United States
Tucson International Airport,Tucson,US,TUS,KTUS,32.115004,-110.938053,large_airport,United States
Cherry Capital Airport,Traverse City,US,TVC,KTVC,44.741402,-85.582199,medium_airport,United States
Thief River Falls Regional Airport,Thief River Falls,US,TVF,KTVF,48.065701,-96.184998,medium_airport,United States
Joslin Field Magic Valley Regional Airport,Twin Falls,US,TWF,KTWF,42.4818,-114.487999,medium_airport,United States
Texarkana Regional Airport (Webb Field),Texarkana,US,TXK,KTXK,33.453701,-93.990997,medium_airport,United States
Tyler Pounds Regional Airport,Tyler,US,TYR,KTYR,32.35409927368164,-95.40239715576172,medium_airport,United States
McGhee Tyson Airport,Knoxville/Maryville,US,TYS,KTYS,35.811001,-83.994003,large_airport,United States
Quincy Regional Airport Baldwin Field,Quincy,US,UIN,KUIN,39.942699,-91.194603,medium_airport,United States
State College Regional Airport,State College,US,SCE,KUNV,40.849374,-77.84852,medium_airport,United States
Newport State Airport,Newport,US,NPT,KUUU,41.532207,-71.281039,medium_airport,United States
Victoria Regional Airport,Victoria,US,VCT,KVCT,28.85260009765625,-96.9185028076172,medium_airport,United States
Vernal Regional Airport,Vernal,US,VEL,KVEL,40.436214,-109.511661,medium_airport,United States
Valdosta Regional Airport,Valdosta,US,VLD,KVLD,30.782499313354492,-83.27670288085938,medium_airport,United States
Destin-Fort Walton Beach Airport,Valparaiso,US,VPS,KVPS,30.481315,-86.515839,medium_airport,United States
Vero Beach Regional Airport,Vero Beach,US,VRB,KVRB,27.6556,-80.417901,medium_airport,United States
Westerly State Airport,Westerly,US,WST,KWST,41.349602,-71.803398,medium_airport,United States
Yellowstone Airport,West Yellowstone,US,WYS,KWYS,44.6884,-111.117996,medium_airport,United States
Northwest Arkansas National Airport,Fayetteville/Springdale/Rogers,US,XNA,KXNA,36.281898,-94.306801,medium_airport,United States
Williston Basin International Airport,Williston,US,XWA,KXWA,48.260863,-103.75116,medium_airport,United States
Yakima Air Terminal McAllister Field,Yakima,US,YKM,KYKM,46.56819916,-120.5439987,medium_airport,United States
Barter Island Long Range Radar Station Airport,Barter Island,US,BTI,PABA,70.134003,-143.582001,medium_airport,United States
Bethel Airport,Bethel,US,BET,PABE,60.77980042,-161.8379974,medium_airport,United States
Wiley Post Will Rogers Memorial Airport,Utqiaġvik,US,BRW,PABR,71.285402,-156.766008,medium_airport,United States
Cold Bay Airport,Cold Bay,US,CDB,PACD,55.207871,-162.725029,medium_airport,United States
Merle K (Mudhole) Smith Airport,Cordova,US,CDV,PACV,60.491798,-145.477997,medium_airport,United States
Deering Airport,Deering,US,DRG,PADE,66.068901,-162.766914,medium_airport,United States
Adak Airport,Adak,US,ADK,PADK,51.883564,-176.642783,medium_airport,United States
Dillingham Airport,Dillingham,US,DLG,PADL,59.04470062,-158.5050049,medium_airport,United States
Kodiak Airport,Kodiak,US,ADQ,PADQ,57.75,-152.4940033,medium_airport,United States
Tom Madsen (Dutch Harbor) Airport,Unalaska,US,DUT,PADU,53.89881,-166.544996,medium_airport,United States
Emmonak Airport,Emmonak,US,EMK,PAEM,62.78609848,-164.4909973,medium_airport,United States
Kenai Municipal Airport,Kenai,US,ENA,PAEN,60.570946,-151.245174,medium_airport,United States
Fairbanks International Airport,Fairbanks,US,FAI,PAFA,64.815102,-147.856003,medium_airport,United States
Ambler Airport,Ambler,US,ABL,PAFM,67.105529,-157.855339,medium_airport,United States
Edward G. Pitka Sr Airport,Galena,US,GAL,PAGA,64.736198,-156.936997,medium_airport,United States
Gulkana Airport,Gulkana,US,GKN,PAGK,62.155859,-145.454662,medium_airport,United States
Gambell Airport,Gambell,US,GAM,PAGM,63.767694,-171.733303,medium_airport,United States
Gustavus Airport,Gustavus,US,GST,PAGS,58.4253006,-135.7070007,medium_airport,United States
Holy Cross Airport,Holy Cross,US,HCR,PAHC,62.18830108642578,-159.77499389648438,medium_airport,United States
Huslia Airport,Huslia,US,HSL,PAHL,65.697899,-156.350998,medium_airport,United States
Haines Airport,Haines,US,HNS,PAHN,59.243921,-135.523925,medium_airport,United States
Homer Airport,Homer,US,HOM,PAHO,59.644456,-151.479235,medium_airport,United States
Egegik Airport,Egegik,US,EGX,PAII,58.184386,-157.374873,medium_airport,United States
Bob Baker Memorial Airport,Kiana,US,IAN,PAIK,66.976128,-160.439014,medium_airport,United States
Iliamna Airport,Iliamna,US,ILI,PAIL,59.754398,-154.910996,medium_airport,United States
Indian Mountain LRRS Airport,Utopia Creek,US,UTO,PAIM,65.992798,-153.703995,medium_airport,United States
Juneau International Airport,Juneau,US,JNU,PAJN,58.354935,-134.574416,medium_airport,United States
King Salmon Airport,King Salmon,US,AKN,PAKN,58.677845,-156.651965,medium_airport,United States
Anaktuvuk Pass Airport,Anaktuvuk Pass,US,AKP,PAKP,68.133598,-151.742996,medium_airport,United States
Ketchikan International Airport,Ketchikan,US,KTN,PAKT,55.35559845,-131.7140045,medium_airport,United States
Klawock Airport,Klawock,US,KLW,PAKW,55.579201,-133.076004,medium_airport,United States
Cape Lisburne LRRS Airport,Cape Lisburne,US,LUR,PALU,68.875099,-166.110001,medium_airport,United States
McGrath Airport,McGrath,US,MCG,PAMC,62.95289993,-155.6060028,medium_airport,United States
Merrill Field,Anchorage,US,MRI,PAMR,61.212792,-149.843988,medium_airport,United States
Mekoryuk Airport,Mekoryuk,US,MYU,PAMY,60.372338,-166.269751,medium_airport,United States
Ted Stevens Anchorage International Airport,Anchorage,US,ANC,PANC,61.179004,-149.992561,large_airport,United States
Aniak Airport,Aniak,US,ANI,PANI,61.581600189208984,-159.54299926757812,medium_airport,United States
Anvik Airport,Anvik,US,ANV,PANV,62.646702,-160.190994,medium_airport,United States
Nome Airport,Nome,US,OME,PAOM,64.51219940185547,-165.44500732421875,medium_airport,United States
Northway Airport,Northway,US,ORT,PAOR,62.9613,-141.929001,medium_airport,United States
Ralph Wien Memorial Airport,Kotzebue,US,OTZ,PAOT,66.88469696,-162.598999,medium_airport,United States
St George Airport,St George,US,STG,PAPB,56.577345,-169.663823,medium_airport,United States
Petersburg James A Johnson Airport,Petersburg,US,PSG,PAPG,56.80170059,-132.9450073,medium_airport,United States
Port Heiden Airport,Port Heiden,US,PTH,PAPH,56.957893,-158.630219,medium_airport,United States
Platinum Airport,Platinum,US,PTU,PAPM,59.017675,-161.827927,medium_airport,United States
Nuiqsut Airport,Nuiqsut,US,NUI,PAQT,70.209999,-151.005998,medium_airport,United States
Arctic Village Airport,Arctic Village,US,ARC,PARC,68.1147,-145.578995,medium_airport,United States
Ruby Airport,Ruby,US,RBY,PARY,64.727203,-155.470001,medium_airport,United States
Savoonga Airport,Savoonga,US,SVA,PASA,63.686401,-170.492996,medium_airport,United States
Deadhorse Airport,Deadhorse,US,SCC,PASC,70.19470215,-148.4649963,medium_airport,United States
Sand Point Airport,Sand Point,US,SDP,PASD,55.313908,-160.522099,medium_airport,United States
Sitka Rocky Gutierrez Airport,Sitka,US,SIT,PASI,57.04710006713867,-135.36199951171875,medium_airport,United States
St Paul Island Airport,St Paul Island,US,SNP,PASN,57.166311,-170.222555,medium_airport,United States
Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US,ATK,PATQ,70.46704,-157.436013,medium_airport,United States
Unalakleet Airport,Unalakleet,US,UNK,PAUN,63.888401,-160.798996,medium_airport,United States
Valdez Pioneer Field,Valdez,US,VDZ,PAVD,61.132712,-146.246567,medium_airport,United States
Wrangell Airport,Wrangell,US,WRG,PAWG,56.48429871,-132.3699951,medium_airport,United States
Wainwright Airport,Wainwright,US,AIN,PAWI,70.638,-159.994995,medium_airport,United States
Yakutat Airport,Yakutat,US,YAK,PAYA,59.508717,-139.660435,medium_airport,United States
Fort Yukon Airport,Fort Yukon,US,FYU,PFYU,66.571651,-145.249987,medium_airport,United States
Hana Airport,Hana,US,HNM,PHHN,20.795601,-156.014008,medium_airport,United States
Kapalua Airport,Lahaina,US,JHM,PHJH,20.9629,-156.673004,medium_airport,United States
Ellison Onizuka Kona International Airport at Keāhole,Kailua-Kona,US,KOA,PHKO,19.738783,-156.045603,large_airport,United States
Lihue Airport,"Lihue, Kauai",US,LIH,PHLI,21.974393,-159.337146,large_airport,United States
Molokai Airport,Kaunakakai,US,MKK,PHMK,21.152901,-157.095993,medium_airport,United States
Waimea Kohala Airport,Waimea (Kamuela),US,MUE,PHMU,20.001301,-155.667999,medium_airport,United States
Daniel K. Inouye International Airport,"Honolulu, Oahu",US,HNL,PHNL,21.318387,-157.92567,large_airport,United States
Lanai Airport,Lanai City,US,LNY,PHNY,20.785675,-156.951324,medium_airport,United States
Kahului International Airport,Kahului,US,OGG,PHOG,20.896263,-156.431837,large_airport,United States
Hilo International Airport,Hilo,US,ITO,PHTO,19.72135,-155.045428,medium_airport,United States
Point Lay LRRS Airport,Point Lay,US,PIZ,PPIZ,69.732903,-163.005005,medium_airport,United States
